"content","cmp_code","eu_code"
"Nada disso, porém, nos impede de tentar as reformas que julgamos necessárias.","305.2",NA
"Ensino público não significa necessariamente que a escola continue a ser, como em muitos casos, uma repartição pública, sujeita a todas as deficiências, percalços e limitações do serviço público, com instalações deficientes, equipamentos precários e pessoal insuficiente.","506",NA
"A escola como a universidade transcendem as administrações, sobrevivem à renovação dos mandatos políticos e devem existir como uma instituição permanente de todas as comunidades civilizadas.","506",NA
"E é assim que deverão ser tratadas para que possam cumprir sua missão institucional.","506",NA
"Não basta eleger dirigentes, para que a escola e a universidade sejam democráticas.","506",NA
"Democráticas elas serão quando forem capazes de se tornarem as mais importantes das instituições comunitárias,","506",NA
"e quando o professor se tornar reconhecido, em toda a coletividade, como um personagem de inquestionável relevo social, pela natureza de seu trabalho, pelo significado de sua missão e pela importância de seu papel.","506",NA
"Tudo isto pressupõe, de um lado, respeito profissional, retribuição adequada e reconheciento social","506",NA
"e, de outro, integração e participação coletivas de caráter comunitário, em todos os níveis.","202.1",NA
"Atendidos estes requisitos, poderemos superar as deficiências e os desafios que impedem o exercício da cidadania pelos que não têm acesso às escolas e universidades, aumentando o tempo de permanência do aluno na escola, ampliando a duração do ano letivo, assistindo-o adequadamente em suas carências e necessidades, diminuindo as alarmantes taxas de evasão e atenuando a repetência, qualificando-se, enfim, o sistema educacional brasileiro.","506",NA
"Disto espero fazer, não um desafio de meu governo, mas um desafio de toda a Nação!","506",NA
"Como não se concebe que o ensino seja dissociado da pesquisa e da extensão, será necessário integrar o esforço tecnológico a ser desenvolvido pela comunidade científica com um melhor e mais consistente desempenho da universidade brasileira, que em meu governo será juridicamente autônoma, em todos os aspectos, e não como hoje, em que a autonomia, embora expressamente reconhecida na constituição, não passa de uma utopia.","506",NA
"Autonomia, porém, pressupõe prestação de contas de seus custos e de seus resultados a toda a sociedade brasileira.","202.1",NA
"As transformações no campo educacional estariam incompletas, no entanto, se igualmente não mudássemos a postura do Estado em relação à cultura, que é prioridade nacional.","502",NA
"Não pode haver processo educacional completo, se os alunos não tiverem, permanentemente, acesso aos bens culturais produzidos pela sociedade de seu país.","502",NA
"Não necessariamente como alunos, mas sobretudo como cidadãos.","202.1",NA
"Para isso, é preciso acabar com a concepção arcaica e antidemocrática do mecenato do Estado, em relação à cultura.","502",NA
"O que o Estado deve fazer não é empresar espetáculos, patrocinar artistas ou promover iniciativas que tendem a favorecer a crença na necessidade de uma ""cultura oficial"".","502",NA
"O papel do Estado, ao contrário, é o de estimular, incentivar e proporcionar meios para que todos tenham acesso à cultura, levá-la a todos os pontos do território nacional, acabando com os injustificáveis privilégios dos grandes centros.","502",NA
"Teatros, casas de espetáculos, festivais, concertos, orquestras, exposições, bibliotecas e museus devem ser geridos e promovidos pelos próprios artistas e por educadores, de forma autônoma, pois são eles, e não os burocratas, que produzem e sabem lidar com os bens culturais.","502",NA
"É preciso dar poder aos artistas e aos empreendedores culturais brasileiros para que eles mesmos definam a política cultural do País, fixem as diretrizes a serem seguidas no seu campo de atividade pelos governos e não como até agora se pretendeu que o governo, como senhor de todos os bens, imponha a sua política cultural à sociedade.","502",NA
"O meu desejo é que museus e bibliotecas saiam de seu enclausuramento e, com absoluta e integral autonomia de gestão, levem os seus acervos às comunidades a que servem, instruam o povo e mostrem a importância do conhecimento, do saber, da cultura e do patrimônio brasileiro de arte, artesanato e produção intelectual.","502",NA
"Da mesma forma, pretendo que os espetáculos de arte, o teatro, os concertos, os festivais e as exposições sejam empreendimentos permanentes, abertos, livres como manifestação da criatividade de nossa gente,","502",NA
"e não apenas de uma parcela de parcos privilegiados numa sociedade marcada ainda por tantas desigualdades infamantes.","503",NA
"XI - Casa, Comida e Salário","H",NA
"Espero ter deixado claro, na enunciação de alguns princípios, que minha pretensão é a de liderar as transformações que a própria sociedade será chamada a materializar.","305.2",NA
"Não quero nem desejo comandar nem dirigir subordinados, mas sim liderar homens livres.","305.2",NA
"Pretendo uma sociedade mais aberta e democrática,","202.1",NA
"modernizada em suas práticas e instituições, em que o homem brasileiro será o fim e a medida de todas as coisas","201.1",NA
"e o Estado apenas o instrumento útil e eficiente na superação das desigualdades que nos dividem.","503",NA
"Quero a promoção do bem-estar coletivo e buscarei a garantia não só de direitos jurídicos, mas também de direitos econômicos e sociais, sem os quais jamais seremos uma sociedade próspera e justa.","504",NA
"O Governo, por conseqüência, será apenas o indutor daquilo que todos queremos e daquilo a que aspiramos:","202.1",NA
"melhorar a qualidade de vida do povo brasileiro.","504",NA
"Três iniciativas me parecem indispensáveis, inadiáveis e urgentes, para que possamos atingir este objetivo.","408",NA
"A melhoria da qualidade da vida urbana pressupõe uma política habitacional baseada na ordenação racional do uso do solo, que permita o acesso à casa própria,","504",NA
"uma política de saneamento básico dotada de fontes específicas de financiamento","504",NA
"e uma política de transportes de massa dotados de eficiência a custos compatíveis com a renda dos usuários.","411",NA
"Sabemos que a transferência de, rendas operadas pelo novo modelo institucional dificulta a ação do Governo nestas áreas.","303",NA
"Isto, porém, não justifica o imobilismo ou a ausência de ações conseqüentes através das quais a União deve auxiliar o Poder Municipal a dotar os grandes centros de transportes mais eficientes e menos onerosos para as populações das periferias que deles se utilizam obrigatoriamente.","411",NA
"Creio que a afetação de algumas receitas específicas, constitucionalmente previstas e geradas pelo setor, deve, por sua vez, garantir um fluxo permanente de recursos para a melhoria dos transportes públicos coletivos e de massas.","411",NA
"A gestão dos recursos do FGTS pelos próprios empresários e trabalhadores acabará necessariamente com as distorções que invalidaram o Sistema Financeiro da Habitação e terminaram por liquidar o BNH","202.1",NA
", deixando o país virtualmente sem política habitacional e os cidadãos sem alternativas para a aquisição da casa própria.","504",NA
"Por esta razão, é preciso fortalecer os mecanismos financeiros e institucionais da Caixa Econômica Federal, reforçando o relevante papel de banco social que ela exerce, para que possa atender, também, a construção de habitações para os de menor renda.","504",NA
"A melhoria da qualidade de vida no meio rural, por sua vez, está ligada à necessidade da produção de alimentos em quantidade necessária para suprirmos as nossas necessidades internas - comida farta, barata e abundante para todos os brasileiros -","703.1",NA
"e gerarmos excedentes exportáveis que atendam ao aumento de nossa participação no comércio mundial, que hoje é de apenas 1,7%.","410",NA
"Isto exige, em meu entender, também três linhas de ação específicas:","703.1",NA
"a) uma política de reorganização fundiária,","703.1",NA
"voltada fundamentalmente para o assentamento ordenado e dirigido dos excedentes de mão-de-obra hoje marginalizados do processo produtivo;","701",NA
"b) uma política agrícola que assegure a produção, o escoamento, os preços de garantia e o armazenamento dos excedentes produzidos para consumo interno e para exportação","703.1",NA
"e c) a expansão do sistema de assistência técnica e de pesquisa de modalidades genéticas que assegurem o aumento da produtividade.","703.1",NA
"Competentemente executadas e ao lado de uma economia organizada, essas ações podem nos garantir, num período de cinco anos, que mobilizaremos a produção agrícola,","703.1",NA
"saciando a fome dos que não se alimentam convenientemente e acabando com a grave,","504",NA
"triste e desafiador problema da subnutrição que nos aflige ao mesmo tempo que nos envergonha e nos enche de indignação.","504",NA
"XII - Política Agrícola","H",NA
"Tal corno em relação à política econômica em que garantimos regras estáveis para que a empresa privada cumpra o papel de liderar o processo produtivo,","401",NA
"também na política agrícola será planejada e executada, na forma da lei, com a participação efetiva do setor de produção,","703.1",NA
"envolvendo produtores , trabalhadores rurais, bem como dos setores de comercialização, de armazenamento e de transporte,","405",NA
"levando em conta, sobretudo, os instrumentos creditícios e fiscais, os preços compatíveis com os custos de produção e a garantia de comercialização.","703.1",NA
"Mais do que um simples projeto de reforma agrária de alcançe e resultados limitados como os que têm sido conseguidos até hoje, entendemos necessária a mobilização nacional para um amplo programa de reorganização fundiária, capaz de pôr fim aos conflitos de terra e de assegurar ao mesmo tempo, numa das maiores extensões do mundo praticamente sem áreas inacessíveis ao homem, que ninguém, que se disponha a cultivá-la, ficará sem trabalhar por falta de terra.","703.1",NA
"Vamos acabar com a prática imemorial de impor à agricultura e à pecuária brasileiras normas imperativas sem sua audiência, que só servem para gerar insegurança e conturbar a produção.","703.1",NA
"O Banco do Brasil, que já é o principal agente do sistema brasileiro de crédito rural, terá um papel decisivo para aprimorarmos a ampliação da área cultivada e melhorarmos os índices de produtividade na agricultura.","703.1",NA
"Suas atividades serão sensivelmente ampliadas, no limite dos requisitos e das necessidades do campo,","703.1",NA
"fortalecendo-se a sua posição estratégica no setor financeiro, como agente do Tesouro Nacional e como principal financiador do sistema produtivo brasileiro.","402",NA
"Não tenho dúvidas de que, no fim de um período de cinco anos, será um dos maiores e mais bem aparelhados bancos do mundo.","402",NA
"XIII - Saúde para Todos","H",NA
"A melhoria da qualidade de vida em que temos que empenhar o governo e toda a sociedade não estaria completa, nem no meio rural nem nos grandes centros, se não fosse acompanhada de uma completa, profunda e significativa mudança do sistema de saúde' pública e de assistência médico-hospitalar, hoje a cargo de dois ministérios distintos e do sistema unificado e descentralizado de saúde, o SUDS.","504",NA
"No que respeita à saúde pública, é preciso que o programa de assistência preventiva seja uma decorrência dos esforços da unidade científica no combate permanente às endemias que grassam em nosso País e abreviam a vida de milhões de brasileiros na juventude e na idade adulta, comprometendo o futuro da população.","504",NA
"Da mesma forma, temos que entender que não podemos continuar alimentando as distorções de um sistema em que os médicos, principais profissionais da saúde, são legalmente estimulados a sobreviver em situação de extrema precariedade, permitindo que haja Estados em que um médico recebe por mês metade do soldo de um soldado da polícia militar.","504",NA
"Ao lado da política de valorização dos profissionais de saúde, é indispensável criar condições para que hospitais e centros médicos, devotados ao atendimento público, tenham o mesmo padrão de qualidade de que desfrutam os hospitais que hoje se dedicam a atender à parcela mais privilegiada da população brasileira.","503",NA
"Isto só será possível com a conjugação de dois fatores.","504",NA
"Em primeiro lugar, na medida em que .o setor público, voltado para as suas finalidades específicas,","401",NA
"puder concentrar re cursos maciçamente nos setores básicos de educação,","506",NA
"saúde","504",NA
"e incentivo à pesquisa científica e tecnológica.","411",NA
"E, em segundo lugar, se pudermos entregar a gestão dessas unidades, dotadas de completa autonomia técnica, administrativa e financeira, aos próprios proíissionais do setor, sem ingerências políticas ou entraves burocráticos.","201.1",NA
"Creio que, cabendo aos próprios trabalhadores e empresários a gestão idônea da Previdência,","201.1",NA
"haveremos de encontrar meios para a ampliação de um eficiente serviço público de Seguro-Saúde,","504",NA
"para pôr íim, de um lado, à ineficiência da rede estatal e","303",NA
", de outro, à comercialização da própria vida humana.","504",NA
"Neste esforço é indispensável conciliar a assistência médico-hospitalar e ambulatorial proporcionada pelas empresas a seus empregados com o sistema previdenciário,","505",NA
"de tal forma que a descentralização prometida pelo SUDS alcance efetivamente o trabalhador e sua família e chegue tão próximo quanto possível do usuário, hoje obrigado a enfrentar toda sorte de dificuldades para ter acesso à assistência dos profissionais de saúde.","303",NA
"A valorização do papel social dos profissionais de saúde, que passa necessariamente pela remuneração condigna e pelo reconhecimento público da relevância de seu trabalho altamente qualificado,","504",NA
"requer a conjugação de esforços dos governos federal, estadual e municipal, para criar padrões nacionais de retribuição e desempenho não apenas na área médica,","301",NA
"mas igualmente na assistência odontológica, hoje virtualmente ignorada pelo poder público.","504",NA
"É indispensável que as diversas especialidades profissionais voltadas para a saúde dentária sejam engajadas nesse esforço para que efetivamente possamos garantir a higidez física do nosso povo","504",NA
"XIV - Segurança, Violência e Criminalidade","H",NA
"Tão importante quanto a questão da saúde para a melhoria da qualidade de vida é o problema da segurança, a que se associam o da violência e o da criminalidade, tanto no campo, em razão dos conflitos pela posse de terra, quanto nos grandes centros, onde as populações vivem em permanente estado de sobressalto.","605.1",NA
"Não se combate a violência com a violência institucionalizada.","605.2",NA
"Mas também não se pode diminuir os índices de criminalidade com o atual sistema de repressão policial, com a morosidade processual do judiciário e com o sistema penitenciário em vigor.","605.1",NA
"O crime não sobrevive apenas em razão do subdesenvolvimento, da pobreza e da precariedade da vida humana no Terceiro Mundo.","605.1",NA
"Se a criminalidade estivesse necessariamente associada à miséria, não haveria violência nos países de maior grau de desenvolvimento, onde virtualmente todos têm razoáveis padrões de vida e sobrevivência dignas.","605.1",NA
"Daí a necessidade de reconhecermos que são múltiplas as suas causas e complexas as medidas a serem adotadas, quer para a sua prevenção, quer para a sua repressão eficaz.","605.1",NA
"Nem por isso podemos deixar de reconhecer que a exclusão dos benefícios econômicos e sociais mínimos que degradam a vida humana entre nós contribui para a marginalização social de vastas parcelas da população e que este fator é um poderoso indutor do crime.","503",NA
"As estatísticas mundiais e os precários indicadores brasileiros nesta área demonstram que quase dois terços da população carcerária são constituídos de jovens entre a idade de 18 e 25 anos,","706",NA
"o que mostra que a delinqüência juvenil decorrente dos fatores de marginalização está associada a práticas anti-sociais para cuja reincidência contribui, em grande parte, o precário sistema carcerário brasileiro.","605.1",NA
"Estas constatações nos permitem concluir que no combate à violência e à criminalidade urbanas,","605.1",NA
"como no caso do analfabetismo,","503",NA
"a falta de assistência adequada às parcelas excluídas dos benefícios sociais","503",NA
"exacerba os índices de violência com que todos nos preocupamos.","605.1",NA
"No entanto, não podemos esperar que o Brasil vença a barreira do subdesenvolvimento, para que aumente a segurança coletiva, um dos primeiros e mais elementares deveres do Estado.","605.1",NA
"O combate ao crime, portanto, deve contemplar ao mesmo tempo programas sociais intensos nos grandes centros urbanos, como forma de prevenir a delinqüência juvenil,","504",NA
"ao lado de providências legais, administrativas e judiciárias que competem ao Estado e aos Governos.","605.1",NA
"No campo legal e no âmbito do judiciário, além da revisão das normas processuais para abreviar os julgamentos que se arrastam por anos a fio, ora em benefício dos criminosos pela prescrição, ora em seu detrimento para a concessão de benefícios que a lei prevê,","605.1",NA
"torna-se necessário materializar, com urgência, os juizados especiais previstos na Constituição,","203",NA
"para o julgamento e a execução de infrações penais de menor potencial ofensivo, como forma de aumentar as taxas de punibilidade que contribuem para a reincidência.","605.1",NA
"Muito embora a execução de medidas administrativas seja matéria da competência estadual, a União não pode se omitir na reformulação do sistema penitenciário, que hoje afeta inclusive os países de maior grau de desenvolvimento, em vista dos custos envolvidos na sua manutenção.","605.1",NA
"Não podemos continuar espalhando pelo País depósitos de presos em condições subumanas que não recuperam o apenado, contribuindo para que ele volte necessariamente a delinqüir.","201.2",NA
"A transformação dos presídios e das penitenciárias em instituições dotadas de autonomia financeira em que o recluso contribua com trabalho útil e produtivo para a sua própria sobrevivência, é um imperativa da modernidade e da própria ciência penal contemporânea.","605.1",NA
"O combate ao crime organizado e às formas mais torpes de violência contra a vida humana, no entanto, só será eficaz na medida em que aparelharmos convenientemente o sistema policial, engajando nessa luta toda a sociedade.","605.1",NA
"Para tornar a legislação penal mais eficaz nesses casos, aos quais devem igualar o tratamento reservado ao crime de ""colarinho branco"" que indignam toda a sociedade,","304",NA
"teremos que convocar todos os segmentos que atuam no âmbito da Justiça - a Ordem dos Advogados, o Ministério Público e as Associações de Magistrados.","605.1",NA
"Não nos esqueçamos de que a impunidade torna a autoridade cúmplice do crime.","304",NA
"Tenho a certeza de que, fazendo de todas estas questões problemas prioritários do Estado, haveremos de reverter o quadro que hoje inquieta os cidadãos, afeta a sociedade e intranqüiliza a todos nos grandes centros urbanos.","605.1",NA
"XV - O Desenvolvimento Não-Predatório","H",NA
"Se a crise econômica nos preocupa no presente, não podemos esquecer que o desenvolvimento predatório pode comprometer o nosso futuro.","416.2",NA
"O Brasil não pode empenhar o seu patrimônio de recursos naturais em benefício das atuais gerações, prejudicando a qualidade de vida e a sobrevivência das gerações futuras.","416.2",NA
"Esta constatação nos coloca ante oproblema do equilíbrio ambiental que, incontestavelmente, transcende o interesse nacional, na medida em que os oceanos, o ar atmosférico e o espaço não têm fronteiras.","416.2",NA
"O controle ambiental, a manutenção dos ecossistemas e o problema de poluição têm que ser tratados soberanamente pelas nações.","416.2",NA
"Mas não podemos esquecer que esta é uma tarefa que afeta toda a humanidade, a cujo julgamento não temos como fugir.","416.2",NA
"No relacionamento com a comunidade internacional, pretendo assumir, tal como já fiz em minha recente viagem aos países europeus, a proposta do Imposto Internacional Sobre Poluição, sugerida pelo Professor Samuel Benchimol.","416.2",NA
"Os recursos arrecadados por esta via dos países poluidores, que teriam que assumir a responsabilidade pelos danos que causam à natureza,","416.2",NA
"serviriam para aplicação, supervisionada por Agência Especializada da ONU na preservação,","107",NA
"na prevenção e na recuperação de áreas consideradas vitais para a sobrevivência humana, em todos os países.","501",NA
"No Brasil, os escassos recursos disponíveis são inteiramente incompatíveis com a magnitude das tarefas a serem executadas em relação ao meio ambiente.","501",NA
"Temos áreas ainda não degradadas que merecem cuidado especial e atenção prioritária dos Governos, especialmente a Amazônia brasileira e o Pantanal Mato-grossense, onde os custos de prevenção são menores do que os de reabilitação.","501",NA
"Temos zonas sob ameaça, como é o caso da Mata Atlântica, da Serra do Mar e da Zona Costeira.","501",NA
"Uns e outros definidos na Constituição como ""patrimônio nacional"", que, além de medidas de prevenção, já exigem cuidados de reabilitação.","501",NA
"E temos áreas degradadas, em geral nos grandes centros, onde a predação humana põe em risco a sobrevivência coletiva.","501",NA
"Como o Poder Público tem sido incapaz de proteger até mesmo os parques e reservas nacionais, sob risco permanente, temos que dar tratamento diferenciado a cada caso","501",NA
"e aceitar a cooperação internacional, quer para as áreas que exigem cuidado preventivo, quer para as que necessitam de recuperação.","107",NA
"Como o Poder Público tem sido incapaz de proteger até mesmo os parques e reservas nacionais, sob risco permanente, temos que dar tratamento diferenciado a cada caso","501",NA
"e aceitar a cooperação internacional,","107",NA
"quer para as áreas que exigem cuidado preventivo, quer para as que necessitam de recuperação.","501",NA
"Fundações conservacionistas privadas criadas no País, com a faculdade de se beneficiarem de recursos e cooperação técnica internacionais, poderão, por delegação do Poder Público, não apenas manter os Parques e Reservas Nacionais, evitando-se danos e agressões que já se tornaram comuns,","505",NA
"como também cooperar no inquestionável dever dos Governos em todos os níveis, de concretizar uma política ambiental.","501",NA
"A exploração mineral tem, sob este aspecto, responsabilidades sociais coletivas iniludíveis.","416.2",NA
"A exploração do ouro aluvionar e em áreas indígenas, ao lado do problema de Serra Pelada e de Carajás, constitui como no caso das hidroelétricas da Amazônia, desafios que temos que vencer com urgência, com o esforço coletivo de todos, sob pena de colocarmos sob ameaça o futuro do País.","416.2",NA
"Não permitirei que produtos tóxicos, inclusive defensivos agrícolas proibidos nos países de origem, sejam importados para utilização no Brasil.","416.2",NA
"Da mesma forma, nenhum projeto será executado, nas áreas de proteção ambiental, sem que seja compatível com a manutenção do equilíbrio ecológico.","416.2",NA
"Chega de servirmos de campo de experiência, para produtos estrangeiros.","416.2",NA
"O compromisso de preservação do meio ambiente será entendido, em meu Governo, como compromisso com a própria vida.","501",NA
"Nada disso indica, porém, que sejamos condenados a viver da contemplação de recursos naturais que são imprescindíveis para dar ao Brasil, como já assinalou Arnold Toynbee, o ""dom da eficiência"".","416.2",NA
"O planejamento de um desenvolvimento não-predatório faz parte, conseqüentemente, de nossas responsabilidades para com o resto da humanidade e, fundamentalmente, para com o nosso próprio futuro como nação soberana.","416.2",NA
"XVI - Minorias: o Fim da Discriminação","H",NA
"Já não temos como esconder, sob o manto de fórmulas simplificadoras como a da ""superioridade do homem tropical"", a da ""cordialidade brasileira"" e a do ""milagre da miscigenação"", os nossos problemas civilizatórios.","607.3",NA
"Temos débitos reconhecidos para com as culturas indígenas que precisam ser resgatados.","607.3",NA
"Sem discriminar suas terras, sem dar-lhes atenção e assistência adequadas, jamais manteremos a integridade de seus valores, protegendo-os das agressões a que, durante séculos, têm sido submetidos de forma implacável.","607.3",NA
"As lideranças indígenas brasileiras têm hoje capacidade, discernimento e consciência de seu destino e a elas deve caber importante papel na definição de uma política protecionista lúcida, equilibrada e sábia, que lhes preserve o modo de vida","607.3",NA
", a peculiaridade de seu patrimônio cultural e seus interesses como nação.","502",NA
"Temos que vencer todas 'as formas de preconceitos existentes ainda hoje em nossa sociedade, não só punindo-os, como mandam a Constituição e a lei, mas também assegurando a todos, independentemente de origem étnica, plena igualdade de oportunidades em todos os aspectos, sobretudo para evitar a discriminação econômica.","503",NA
"Situação inteiramente diversa é a da mulher, na Sociedade Brasileira.","706",NA
"A nova Constituição ora lhe reconhece direitos e prerrogativas que outras sociedades mais modernas, antes de nós, já lhe asseguraram há tempos, graças à sua própria ação política.","203",NA
"Temos igualdade jurídica, portanto, entre homens e mulheres.","503",NA
"Mas ainda não temos igualdade de condições econômicas e de responsabilidades coletivas, querem relação à família, quer em relação ao trabalho.","503",NA
"Exatamente por isso, é preciso complementar o enunciado dos desejos expressos pelas disposições do texto constitucional em realidades práticas que dependem da disponibilidade de instrumentos governamentais para darem eficácia aos preceitos da Constituição.","203",NA
"Além de Delegacias da Mulher e Conselhos de Defesa dos Direitos da Mulher, necessitamos de formas eficazes de fiscalização permanente em relação à discriminação que ainda grava a condição feminina no trabalho.","503",NA
"Uma tarefa que sem dúvida compete ao Governo, mas que deve contar com a participação consciente da mulher brasileira.","503",NA
"Estou seguro da necessidade de acentuar a participação mais ativa e mais expressiva da mulher brasileira nas responsabilidades de Governo.","706",NA
"Convoco-as, desde já, para que venham integrar-se à nossa luta, para que venham participar do esforço em prol da modernização deste País e para que, depois da vitória, venham tomar o lugar de destaque e de relevo que lhes está reservado, ao meu lado.","706",NA
"XVII - Trabalhadores: Parceiros do Nosso Progresso","H",NA
"Mais uma vez peço licença para uma referência pessoal que brota de meus sentimentos.","000",NA
"É a que devo à figura por todos os títulos precursora, lúcida e ilustre de meu avô materno, Lindolfo Collor, cujo centenário de nascimento se comemora no próximo ano.","000",NA
"Pioneiro da legislação social, no Governo Vargas, e primeiro titular da Pasta do Trabalho,","701",NA
"teve que renunciar à vida pública, para manter a integridade de suas profundas convicções democráticas e de sua arraigada crença na harmonia social.","606.1",NA
"A frase com que terminou um artigo de apreciação da encíclica Rerum Novarumm, de Leão XIII, é, para mim uma orientação de vida que fundamenta minha crença nas possibilidades de convivência social harmônica entre as classes: ""Que nunca possa uma classe oprimir outra impunemente"".","606.1",NA
"O trabalhador brasileiro, responsável pelo progresso, pelo desenvolvimento e pelo desempenho econômico do País, tem sido permanente e historicamente marginalizado, na medida em que sobre ele têm recaído sempre o peso e o ônus de todos os sacrifícios impostos pela sucessão de crises a que estamos submetidos de forma intermitente nos últimos sessenta anos.","701",NA
"Precisamos sepultar a idéia, plantada pelos governos ao longo dos últimos anos, de que aumentos salariais são fatores de inflação.","701",NA
"Por isso, devo declarar desde logo que sobre a classe trabalhadora não mais deverão recair isoladamente, como até agora, os ônus dos indispensáveis programas para a normalização da vida econômica do País.","701",NA
"Temos que mudar a postura histórica da política econômica e da política salarial, representadas, há muitos anos, pela liberdade sempre reclamada dos preços e pela compressão sempre realizada dos salaries.","412",NA
"Delas têm resultado a perda do poder aquisitivo dos salários e distorções na remuneração da mão-de-obra que todos conhecemos.","701",NA
"Temos hoje, em inúmeras áreas do setor produtivo, alguns dos preços mais caros do mundo e a mão-de-obra mais mal remunerada até mesmo no mundo subdesenvolvido, tal como é, aliás, o caso do salário mínimo.","412",NA
"O desejável é que, numa economia livre e competitiva, favorecida por uma política realista de pleno emprego, tenhamos os sindicatos fortes, autônomos e responsáveis em sua militância e atuação.","701",NA
"É preciso buscarmos a livre negociação, que é a prática sadia das economias de países fortes economicamente.","201.1",NA
"Estamos, porém, ainda longe desta realidade.","405",NA
"Por isso, é imprescindível que o Poder Público exerça sua ação reguladora e o seu poder de mediação, para que os preceitos da legislação trabalhista, as normas de proteção, segurança e higiene do trabalho e a política salarial atendam às peculiaridades das realidades regionais e setoriais da economia.","701",NA
"É dever do Estado dar aos sindicatos a liberdade de ação, dentro da lei, para que exerçam o seu poder reivindicatório.","405",NA
"E dever do Governo dar efetividade ao salário mínimo, recompondo progressivamente o seu poder de compra.","701",NA
"É dever do Poder Público transferir para empresários e trabalhadores a gestão não só dos recursos que lhes são compulsoriamente recolhidos,","405",NA
"mas igualmente o das instituições que lhes dizem respeito, como é o caso da Previdência Social e dos órgãos encarregados da política habitacional.","504",NA
"Todo o meu esforço como Presidente da República, inspirado nos preceitos legados por meu avô em sua ação política, será, portanto, voltado para que o trabalhador brasileiro deixe de ser o contribuinte discriminado de todos os sacrifícios exigidos pela Sociedade e pela Economia e passe a ser o parceiro do desenvolvimento, dos seus frutos e beneficiário, em igualdade de condições com o capital, da riqueza coletivamente produzida neste País.","701",NA
"Posso assegurar que, eleito Presidente da República, ninguém terá salários aviltados e nenhum ônus gravará o rendimento do trabalhador brasileiro.","701",NA
"A classe trabalhadora deixará de ser simples fornecedora de mão-de-obra do setor produtivo, para se transformar na parceira privilegiada de nosso desenvolvimento.","701",NA
"A todos garanto, sem restrições, aquilo que foi o sonho de Lindolfo Collor -Bem-estar e Justiça Social!","503",NA
"XVIII - O Equilíbrio Federativo","H",NA
"A Federação que hoje temos é um sistema em crescente desequilíbrio, afetado diretamente pela assimetria política, econômica e demográfica","301",NA
"que termina por nos dividir em regiões pobres e áreas de prosperidade, como se fôssemos dois Brasis a que há quase quarenta anos se referiu Jacques Lambert.","503",NA
"Não podemos continuar convivendo num só País em que a renda ""per capita"" das áreas menos desenvolvidas é um terço da média brasileira que, por sua vez, representa um terço da renda da região mais privilegiada.","301",NA
"O Nordeste, que há cerca de um século abrigava quase 47% da população brasileira, hoje não conta senão com menos de 29% do total.","301",NA
"Esta perda de influência e poder não se reverteu, a despeito dos reconhecidos esforços empreendidos, primeiro no Governo Epitácio Pessoa e, a partir de 1959, no governo Juscelino Kubitschek, com a criação da SUDENE.","301",NA
"O sistema de incentivos fiscais ainda hoje vigente, tanto no Nordeste quanto na Amazônia, não foi suficiente para alterar o quadro de deterioração econômica e de isolamento que ainda hoje marca as duas regiões.","301",NA
"Esta situação não pode continuar, sob pena de aumentarmos o débito do País para com duas das suas mais importantes e ricas áreas,","301",NA
"onde grassam a pobreza, a miséria e a discriminação.","503",NA
"Não teremos um verdadeiro sistema federativo, sonho dos fim-dadores da República, enquanto persistir esta situação.","301",NA
"Todas as iniciativas que visam a modificar este quadro, como a consolidação definitiva da Zona Franca de Manaus e a transformação institucional da SUDENE e da SUDAM, no sentido de desconcentrar industrialmente o País, abrindo novas oportunidades de desenvolvimento acelerado da Amazônia e do Nordeste, serão preocupação de meu Governo.","301",NA
"São indispensáveis medidas contra as calamidades que periodicamente atingem essas regiões, como a que agora ocorre em meu Estado, para onde tenho o coração voltado, ainda que afastado do Governo.","301",NA
"Neste momento, só posso dar o meu apoio e a minha solidariedade aos alagoanos e aos nordestinos vítimas das recentes inundações.","301",NA
"Temos, por outro lado, que enfatizar os esforços em favor da irrigação que permita transformar o semi-árido em zona produtora que atenda às demandas regionais.","703.1",NA
"O Nordeste precisa de água.","703.1",NA
"O resto saberá fazer.","703.1",NA
"Como homem do Nordeste, tenho compromissos explícitos com a minha região,","301",NA
"que hei de resgatar da miséria, da pobreza e do subdesenvolvimento,","503",NA
"com medidas decorrentes de sua declaração de ""área prioritária"" do Governo.","301",NA
"Com a Amazônia, tenho compromissos como brasileiro, consciente de que a cobiça internacional sobre aquele vasto empório de riquezas e potencialidade não se abrandará, enquanto não tivermos desenvolvido sua verdadeira vocação para o aproveitamento não predatório de suas energias.","501",NA
"XIX - Cem anos de República","H",NA
"No próximo dia 15 de novembro, quando os brasileiros estiverem escolhendo o seu primeiro mandatário eleito pelo voto popular, depois de 29 anos, estaremos não apenas elegendo mais um Presidente da República.","601.1",NA
"Estaremos, na verdade, fazendo uma opção entre o arcaico e o moderno.","601.1",NA
"Teremos que dizer, através do voto, se queremos a continuidade de tudo isso que aí está ou se vamos sepultar de vez este passado de conflitos, dificuldades, desesperança, descrença e falta de opções.","601.1",NA
