"text","cmp_code","eu_code"
"Democratizar a Gestão Educacional, incentivando a reorganização e o aperfeiçoamento dos conselhos escolares e dos conselhos de cada um dos sistemas.","202.1",NA
"Instituir o Fórum Nacional de Educação e convocar a I Conferência Nacional de Educação para avaliação das determinações da LDB, das metas do Plano Nacional e para aperfeiçoar o regime de cooperação entre as esferas de governo.","202.1",NA
"Ciência e tecnologia",NA,NA
"Prosseguir no incentivo à inovação tecnológica da indústria e do setor de serviços, em conjunto com um vigoroso suporte ao pequeno e médio empreendedor, às incubadoras e parques tecnológicos e com o fortalecimento e expansão do sistema nacional de CT.","411",NA
"Continuar a articular a estratégia nacional de CT e a Política Industrial, Tecnológica e de Comércio Exterior, com ênfase nos setores difusores de tecnologia, tais como software, semicondutores, fármacos, medicamentos e bens de capital, assim como em áreas estratégicas como nanotecnologia, biotecnologia e biomassa.","411",NA
"Seguir na interlocução permanente com a comunidade científica e tecnológica e com outros setores sociais, de forma articulada com as unidades federativas e suas respectivas políticas.","411",NA
"Articular a CT como importante instrumento para revolucionar a qualidade da educação em todos os níveis,","411",NA
"promovendo iniciativas conjuntas do MEC, MCT e instituições científicas, como a Olimpíada da Matemática.","506",NA
"Utilizar a tecnologia da informação como elemento estratégico, tanto para a ampliação das ações de inclusão digital","411",NA
"para a modernização da gestão do Estado, a melhoria da qualidade do gasto público","303",NA
"e o controle social democrático.","202.1",NA
"Cultura",NA,NA
"Avançar na consolidação do Sistema Nacional de Cultura, com pactos progressivos com estados e municípios, fortalecendo o Plano Nacional de Cultura, integrando políticas de financiamento","502",NA
"e estimulando práticas participativas na gestão cultural.","202.4",NA
"Criar e implementar mecanismos de financiamento para estabelecer o Ticket Cultural,","502",NA
"como forma democrática de acesso da população aos bens e serviços culturais.","202.1",NA
"Acelerar o processo de revisão do Fundo Nacional de Cultura e das demais leis de incentivo,","502",NA
"preservando o caráter republicano, a transparência e o controle público sobre esses instrumentos de financiamento à produção cultural.","202.1",NA
"Articular as ações governamentais em educação, cultura e comunicação,","502",NA
"reconhecendo e apoiando a diversidade cultural do país.","607.1",NA
"Comunicação",NA,NA
"Construir um novo modelo institucional para as comunicações, com caráter demo-cratizante","202.1",NA
"e voltado ao processo de convergência tecnológica.","411",NA
"Incentivar a criação de sistemas democráticos de comunicação, favorecendo a democratização da produção, da circulação e do acesso aos conteúdos pela população.","202.1",NA
"Fortalecer a radiodifusão pública e comunitária, a inclusão digital, as produções regional e independente e a competição no setor.","408",NA
"Trabalho e emprego",NA,NA
"Gerar mais e melhores empregos, por meio da expansão do investimento público e do estímulo ao investimento privado nos setores com maior potencial de criação de novos postos de trabalho.","701",NA
"Definir uma política de recuperação do poder de compra do salário mínimo,","412",NA
"por meio de comissão quadripartite, formada por governo, empresários, trabalhadores e aposentados.","405",NA
"Incrementar o crédito e o fomento aos micro-empreendimentos, às cooperativas, às associações de pequenos produtores e a outras práticas de economia solidária.","403",NA
"Dar continuidade à democratização das relações de trabalho, com a aprovação da Reforma Sindical e encaminhamento do debate sobre a atualização da legislação trabalhista, com garantia dos direitos fundamentais dos trabalhadores.","701",NA
"Manter a prioridade no combate ao trabalho escravo e infantil, na perspectiva de sua erradicação.","701",NA
"Ampliar as oportunidades de inserção de jovens, mulheres e trabalhadores com mais de 40 anos no mercado de trabalho.","701",NA
"Combater todo tipo de precarização e discriminação no trabalho, sobretudo as de gênero, raça, geração e deficiência.","503",NA
"Brasil potência energética",NA,NA
"Consolidar o novo modelo do setor elétrico, mantendo os investimentos na expansão da geração e transmissão de energia elétrica.","411",NA
"Licitar e dar início à construção das hidrelétricas do Rio Madeira e Belo Monte,","411",NA
"com respeito às normas ambientais.","501",NA
"Prosseguir na extensão das linhas de transmissão, que interligam o país, evitando apagões.","411",NA
"Dar continuidade ao fomento do grande potencial brasileiro de fontes alternativas.","411",NA
"No Nordeste, a energia eólica dará complemento à hidráulica.","411",NA
"No Sul e Sudeste a alternativa prioritária será a da biomassa.","411",NA
"Completar o Programa Luz para Todos, garantindo à totalidade dos brasileiros o acesso à eletricidade.","411",NA
"Manter investimento crescente na prospecção, exploração e produção de petróleo, garantindo a manutenção e ampliação da auto-suficiência.","411",NA
"Iniciar a construção da Refinaria Abreu e Lima (Petrobrás/PDVSA) em Pernambuco.","411",NA
"Priorizar a criação de novas oportunidades na exploração e produção de gás natural, visando a independência no curto prazo dessa fonte energética,","411",NA
"ajustando a produção às necessidades nacionais, por meio da gestão planejada dos recursos gasíferos.","404",NA
"Continuar os investimentos na expansão da malha de gasodutos, com especial ênfase na conclusão do Gasoduto Coari Manaus e Gasene (em parceria com a China).","411",NA
"Consolidar os pólos de biocombustíveis etanol, biodiesel e H-Bio, incentivando a formação de cadeias produtivas,","402",NA
"que reunirão a agricultura familiar e comercial, o setor de máquinas e equipamentos para refinarias,","703.1",NA
"além do desenvolvimento de pesquisa em sementes, cultivos e novas gerações de biocombustíveis e derivados.","411",NA
"Incentivar a exportação da tecnologia de biocombustíveis para América Latina e África.","402",NA
"Criar mecanismos de regulação da oferta interna de álcool (estoques reguladores, mercado futuro de commodities, etc.)","403",NA
"e implantar logística de exportação de combustíveis, consolidando o álcool como uma commodity.","411",NA
"Introduzir novos mecanismos de apoio à produção de biodiesel, de forma a ampliar percentual de mistura em uso no Brasil.","402",NA
"Consolidar os programas de aumento da eficiência energética, fomentando a adoção de tecnologias mais eficientes nos carros, motores, eletrodomésticos etc.","411",NA
"Criar estímulos à repotenciação de antigos empreendimentos hidrelétricos e instituir programas de conscientização, capacitação e acesso à informação dos benefícios ambientais, sociais e econômicos relativos às medidas do uso eficiente de energia.","501",NA
"Política mineral",NA,NA
"Dar continuidade ao fortalecimento e modernização da gestão do Estado sobre os recursos minerais e aos levantamentos geológicos e aero-geofisicos para a descoberta de novas jazidas nas áreas com grande potencial, criando vantagens comparativas para a atração de investimentos nacionais e internacionais.","410",NA
"Dar maior competitividade à indústria mineral, através de programas de apoio financeiro-tecnológico para a verticalização e agregação de valor à produção mineral, a organização e formalização da atividade extrativa mineral,","410",NA
"a estabilidade jurídica das concessões governamentais,","402",NA
"minimizando os impactos ambientais no setor.","501",NA
"Infra-estrutura de transporte",NA,NA
"Consolidar a retomada do planejamento estratégico de longo prazo, vinculado à integração regional, nacional e sul-americana,","108",NA
"associado ao combate às desigualdades regionais e sociais","503",NA
"e ao equilíbrio ambiental.","501",NA
"Expandir a infra-estrutura rodoviária: continuidade da duplicação da BR-101 Sul, BR-101 Nordeste (com ampliação do trecho em direção à Bahia), construção da BR-163, no Pará, da BR-158 no Mato Grosso, da BR-364, no Acre, duplicação da BR-153 em GO/MG e da BR-040 Minas Gerais.","411",NA
"Concluir obras de recuperação e ampliação de outros eixos estruturais de escoamento de carga e passageiros como as BR-153/010 (Belém-Brasília), BR-163 no MT/MS, BR-116 BA/MG/RS e BR-392 RS, além da construção do Arco Rodoviário do Rio de Janeiro.","411",NA
"Expandir a infra-estrutura ferroviária: continuidade da ferrovia Norte-Sul em direção a Palmas–TO, no tramo norte e de Porangatu-GO, no tramo sul, da Transnordestina, dos contornos e outras obras para aumentar a capacidade da ferrovia no Recôncavo Baiano e da recuperação da ligação ferroviária Recife-Salvador, além do início de obras do Ferroanel de São Paulo e da variante Guarapuava-Ipiranga no Paraná.","411",NA
"Expandir a infra-estrutura portuária: continuidade das obras dos principais portos brasileiros, responsáveis pela maior movimentação de carga do país, dando-lhes maior capacidade, segurança e eficiência.","411",NA
"Expandir a infra-estrutura aeroportuária: continuidade das obras de ampliação dos principais aeroportos brasileiros, dandolhes maior capacidade, segurança e eficiência no que se refere ao transporte de cargas e passageiros, especialmente no suporte ao turismo.","411",NA
"Reestruturar o DNIT e reorientar sua atuação, garantindo uma gestão profissionalizada e equilibrada no que se refere à sua intervenção nos sistemas rodoviário, ferroviário, portuário e hidroviário.","303",NA
"Desenvolver e implementar um novo modelo de gestão, com controle social e avaliação de desempenho na área portuária e nas hidrovias.","202.1",NA
"Unificar o trabalho das agências reguladoras de transporte, eliminando os conflitos de atribuições.","303",NA
"Desenvolvimento regional",NA,NA
"Prosseguir na implementação da Política Nacional de Desenvolvimento Regional, dinamizando as economias regionais, fortalecendo a base social e respeitando a diversidade regional.","301",NA
"Continuar reconhecendo a existência de regiões menos dinâmicas e com precárias condições sociais em todas as macro-regiões do país,","301",NA
"sem deixar de atuar nas áreas com padrão macro-regional de desigualdade (Nordeste e Amazônia), considerando os desafios especiais, como o Semi-Árido.","503",NA
"Aprovar o Fundo Nacional de Desenvolvimento Regional, garantindo maior financiamento das políticas de desenvolvimento regional.","301",NA
"Prosseguir na aplicação dos recursos dos Fundos Constitucionais de Desenvolvimento, garantindo a seleção dos melhores investimentos para aumentar a competitividade das economias locais.","301",NA
"Aprovar projeto de lei em tramitação no Congresso de recriação da SUDENE e SUDAM, restaurando a capacidade de planejamento e articulação regional.","301",NA
"Aperfeiçoar e acelerar a implantação do Plano Amazônia Sustentável, do Plano de Desenvolvimento Sustentável para a área de influência da rodovia BR-163, do Plano Estratégico de Desenvolvimento Sustentável do Nordeste e do Projeto São Francisco (Revitalização do Rio São Francisco e Interligação de Bacias).","301",NA
"Continuar a implantação de obras de infra-estrutura estratégicas para sustentar o desenvolvimento regional,","301",NA
"como as obras nas rodovias BR-163 PA/MT, da BR-101 no Nordeste, da BR-116 e BR-324 na Bahia, da Ferrovia Transnordestina, da construção de gasodutos (Coari-Manaus, Gasene e Malha Nordeste).","411",NA
"Cidades: reforma e desenvolvimento urbano",NA,NA
"Dar continuidade a investimentos que garantam acesso à moradia digna e aos serviços urbanos essenciais, em especial de saneamento básico e transporte público, priorizando a inclusão sócio-espacial dos assentamentos informais, especialmente das favelas nas regiões metropolitanas.","504",NA
"Implementar o Sistema Nacional de Habitação de Interesse Social (SNHIS), por meio de pactos entre as três esferas de governo e os agentes sociais e privados.","504",NA
"Aprovar o marco regulatório para o setor de saneamento, em tramitação no Congresso Nacional.","403",NA
"Ampliar o Programa Nacional de Apoio à Regularização Fundiária, concedendo títulos para a população de baixa renda moradora de áreas irregulares.","504",NA
"Ampliar e consolidar as ações de apoio aos estados, municípios e demais agentes públicos, aumentando a capacidade de planejamento","404",NA
"e implementação descentralizada de políticas de desenvolvimento urbano.","301",NA
"Desenvolver programa de apoio à estruturação de novas formas de gestão regional compartilhada,","301",NA
"focalizadas nas áreas de transporte público, abastecimento de água, esgotamento sanitário, manejo das águas pluviais e dos resíduos sólidos.","504",NA
"Regiões metropolitanas",NA,NA
"Reforçar a cooperação entre os governos federal, estaduais, municipais e sociedade civil, para formular e implementar o Programa Nacional de Regiões Metropolitanas, incluindo ações de segurança cidadã, de desenvolvimento social e de trabalho e renda.","301",NA
"Fomentar e incentivar o aprimoramento de entidades de gestão metropolitana,","301",NA
"buscando implementar uma agenda de melhoria do transporte público, do abastecimento de água, do esgotamento sanitário, do manejo das águas pluviais e dos resíduos sólidos, do aperfeiçoamento do uso do solo e controle urbanístico,","504",NA
"do desenvolvimento econômico metropolitano equilibrado e sustentável.","416.2",NA
"Meio ambiente",NA,NA
"Criar e consolidar Unidades de Conservação em ambientes terrestres e marinhos e incentivar a restauração de áreas de preservação.","501",NA
"Consolidar as políticas de gestão de florestas e por biomas, o Plano Nacional de Recursos Hídricos e o combate à desertificação.","501",NA
"Reduzir a taxa de desmatamento anual da Amazônia e demais biomas a níveis médios inferiores aos do período 2003-2006.","501",NA
"Incentivar o uso de tecnologias limpas,","411",NA
"por meio de financiamento e desoneração da aquisição de equipamentos, que contribuam para a redução da poluição.","501",NA
"Dar continuidade à adequação ambiental das políticas de desenvolvimento e de projetos de infra-estrutura.","501",NA
"Regulamentar por lei o acesso a recursos genéticos","000",NA
"e ao conhecimento tradicional associado.","607.1",NA
"Avançar com a política de uso sustentável e valoração da biodiversidade e dos serviços ambientais.","501",NA
"Estabelecer em lei a Política Nacional de Resíduos Sólidos.","501",NA
"Expandir as ações de educação ambiental,","501",NA
"promovendo campanhas de consumo sustentável e economia de energia.","416.2",NA
"Turismo",NA,NA
"Prosseguir na estratégia de aumentar e diversificar os produtos turísticos de qualidade,","408",NA
"contemplando e respeitando a diversidade cultural,","607.1",NA
"os recursos naturais","501",NA
"e as diferenças regionais do país.","301",NA
"Consolidar a imagem de um país moderno, diversificado, hospitaleiro e competitivo internacionalmente,","601.1",NA
"valorizando a Marca Brasil e buscando aumentar a inserção do país no mercado turístico internacional.","408",NA
"Aquicultura e pesca",NA,NA
"Dar continuidade às ações e programas que visam reorganizar a cadeia produtiva da aqüicultura e pesca, para fazer do Brasil um dos maiores produtores mundiais de pescado.","703.1",NA
"Aprofundar o processo de inclusão social e econômica dos pescadores artesanais, especialmente as ações de assistência técnica, crédito, subvenção ao óleo diesel, comercialização e direitos sociais.","703.1",NA
"Brasil sem violência",NA,NA
"Intensificar a repressão ao crime organizado,","605.1",NA
"a vigilância das fronteiras para impedir o tráfico de drogas e armas e combater a lavagem de dinheiro,","605.1",NA
"integrando mecanismos investigativos, ampliando as bases de dados, reforçando a cooperação internacional.","107",NA
"Consolidar o Sistema Único de Segurança Pública (SUSP), para agilizar os fluxos informativos entre instituições e melhor combater a criminalidade.","605.1",NA
"Ampliar o papel de indutor de princípios e práticas policiais do Fundo Nacional de Segurança Pública,","605.1",NA
"complementar na sustentação financeira das políticas estaduais e locais de segurança.","301",NA
"Ampliar o efetivo da Polícia Federal, mantendo sua independência e fortalecendo sua atuação no controle de fronteiras.","605.1",NA
"Expandir a Força Nacional de Segurança Pública.","605.1",NA
"Integrar as instituições do Sistema de Justiça Criminal e Segurança, articulando prevenção e repressão e fortalecendo os sistemas de inteligência e informação.","605.1",NA
"Continuar o processo de integração dos Sistemas de Informações Criminais, com a ampliação do Sistema Nacional de Inteligência e de Informação em todos os níveis.","605.1",NA
"Desenvolver Rede Nacional de Educação em Segurança Pública Cidadã, com a formação integrada dos profissionais.","605.1",NA
"Consolidar o Sistema Penitenciário Federal, concluindo os presídios de segurança máxima.","605.1",NA
"Isolar as lideranças do crime organizado nas penitenciárias federais.","605.1",NA
"Investir na formação de agentes penitenciários federais.","605.1",NA
"Fomentar o tratamento diferenciado aos presos conforme a gravidade dos delitos, reforçando programas de ressocialização com ênfase no trabalho e ensino dos presos, além das políticas de atendimento aos egressos do sistema.","605.1",NA
"Incentivar a aplicação de penas alternativas, de programas de justiça comunitária e de justiça restaurativa.","605.2",NA
"Valorizar espaços de participação da população, como ouvidorias e conselhos.","202.1",NA
"Reforma do estado",NA,NA
"Combate à Corrupção e Transparência","304",NA
"Continuar a fortalecer os órgãos de controle e investigação do Poder Executivo (Controladoria Geral da União e Polícia Federal) e a articulação com o Ministério Público, Tribunal de Contas e o Judiciário.","304",NA
"Aperfeiçoar os mecanismos de investigação, detecção e punição do enriquecimento ilícito e de lavagem de dinheiro.","304",NA
"Priorizar reformas da legislação penal e processual penal, a fim de combater a impunidade,","304",NA
"garantindo a aplicação de sanções justas, proporcionais e eficazes.","605.1",NA
"Promover a análise sistemática da evolução patrimonial de agentes públicos.","304",NA
"Aperfeiçoar os mecanismos de fiscalização da execução e da prestação de contas de recursos públicos transferidos, para evitar malversação e assegurar que alcancem os públicos-alvo e os objetivos estabelecidos nos convênios.","304",NA
"Ampliar a transparência, o controle","304",NA
"e a eficiência das compras governamentais,","303",NA
"promovendo o monitoramento sistemático de certames licitatórios, buscando identificar padrões de comportamento de empresas participantes e desvios-padrão nos preços de aquisição de bens e serviços.","304",NA
"Priorizar ações de prevenção à corrupção, especialmente quanto ao permanente incremento da transparência pública e do controle social.","304",NA
"Fortalecer o Sistema de Ouvidorias e o Portal da Transparência.","304",NA
"Gestão",NA,NA
"Fortalecimento do pacto federativo, dando continuidade a ações conjuntas com estados e municípios, para enfrentar os principais temas da agenda nacional.","301",NA
"Melhorar a prestação direta e remota de serviços aos cidadãos, simplificando procedimentos,","504",NA
"capacitando servidores e ampliando a base tecnológica, inclusive com a utilização do software livre.","411",NA
"Introduzir a dimensão territorial no Planejamento e na implementação das políticas públicas.","301",NA
"Desenvolver processo consistente de melhoria da qualidade do gasto público, combatendo o desperdício e a ineficácia.","303",NA
"Fortalecer a função pública, visando o desenvolvimento e a retenção de competências dentro da máquina pública, a responsabilização de dirigentes e servidores por resultados e a implantação de um sistema de mérito.","303",NA
"Aprofundar o modelo de negociação coletiva, fortalecendo a Mesa Permanente de negociação com o funcionalismo.","701",NA
"Participação Democrática",NA,NA
"Manter o diálogo responsável e qualificado com todos os segmentos da sociedade, buscando a construção de consensos e atuando de forma democrática no equacionamento de conflitos.","202.1",NA
"Ampliar e aprofundar a experiência dos fóruns públicos de discussão do Plano Plurianual, desenvolvendo iniciativas de estabelecer novos padrões de transparência, debate público e controle da execução do Orçamento da União.","202.1",NA
"Dar continuidade à realização sistemática de conferências nacionais setoriais, que contribuam de modo decisivo para o estabelecimento das agendas e prioridades das políticas públicas.","202.1",NA
"Fortalecer o funcionamento dos conselhos nacionais de políticas públicas como espaço privilegiado de elaboração e avaliação.","202.1",NA
"Institucionalizar os espaços de participação no âmbito da Administração Pública, com o aperfeiçoamento do acompanhamento, avaliação e publicização dos seus resultados.","202.1",NA
"Consolidar o Conselho de Desenvolvimento Econômico e Social como canal de diálogo permanente entre o governo e a sociedade brasileira, aprofundando o debate sobre a agenda de desenvolvimento nacional.","202.1",NA
"Previdência",NA,NA
"Manter a prioridade ao combate às fraudes e pagamentos indevidos.","304",NA
"O censo previdenciário será concluído e institucionalizado, mantendo uma base de dados confiável,","303",NA
"estendendo essa ação aos trabalhadores rurais em regime de economia familiar.","703.1",NA
"Avançar na melhoria do atendimento aos segurados, intensificando a utilização de canais remotos, visando acabar com as filas e ampliar o acesso aos benefícios e serviços da Previdência Social.","504",NA
"Finalizar a criação da Super Receita, que unificará todo corpo de fiscalização, simplificando procedimentos, resultando em economia de tempo e precisão nas informações para o contribuinte, tornando mais eficiente o combate à evasão fiscal e reduzindo custos operacionais.","304",NA
"Continuar a ampliação do acesso dos trabalhadores ao sistema previdenciário, por meio de iniciativas de redução da informalidade, inclusive com a aprovação de projeto de lei em tramitação no Congresso, que reduz as alíquotas de contribuição para contribuintes individuais.","504",NA
"Regulamentar a previdência complementar de servidores públicos, instituída pela Reforma Previdenciária de 2003.","504",NA
"Justiça",NA,NA
"Dar continuidade à Reforma do Judiciário, aprovando alterações na legislação processual civil, penal e trabalhista.","303",NA
"Aprofundar a reforma processual do Judiciário, criando um novo marco para as atividades da Justiça,","303",NA
"acelerando a finalização de processos e garantindo o cumprimento rápido das sentenças.","605.1",NA
"Estimular a reforma administrativa para desburocratizar as atividades do Poder Judiciário, do Ministério Público, das Defensorias, Procuradorias e outros setores do sistema judicial.","303",NA
"Consolidar o acesso à Justiça, através da ampliação e do fortalecimento das defensorias públicas.","605.1",NA
"Incentivar a aplicação de soluções alternativas de conflitos, como a mediação e a conciliação,","605.2",NA
"e práticas que aproximem a atividade de superação de litígios das comunidades e da população, como a justiça comunitária, a justiça restaurativa, e outras experiências.","603",NA
"Estabelecer, junto com o Poder Judiciário, plano de metas para a expansão dos Juizados Especiais, órgãos eficazes e democráticos para a solução de conflitos de pouca complexidade.","202.1",NA
"Direitos humanos",NA,NA
"Aprofundar a transversalidade da política de direitos humanos nas diversas políticas setoriais, para promoção e garantia dos direitos civis, políticos, econômicos, sociais e culturais.","201.2",NA
"Avançar na implementação, em articulação com as três esferas de governo e sociedade civil, das metas pactuadas nos Principais Planos, Comitês e Comissões Nacionais relativas aos direitos humanos.","201.2",NA
"Prosseguir com os trabalhos sobre Direito à Verdade e à Memória e reparação oficial do Estado brasileiro aos mortos e desaparecidos políticos no Brasil,","305.6",NA
"articulando a troca de experiências e de informações em nível regional (MERCOSUL) e internacional.","107",NA
"Ampliar a política de acesso à justiça, como exemplo do programa Balcões de Direitos,","201.2",NA
"beneficiando comunidades remanescentes de quilombos, indígenas, assentamentos rurais, municípios de aliciamento de mão-de-obra escrava e periferias de grandes cidades.","503",NA
"Manter atuação destacada do Brasil nos sistemas das Nações Unidas e Interamericano de Direitos Humanos, fortalecendo o espaço de articulação no MERCOSUL.","201.2",NA
"Reforçar a atuação do Brasil quanto ao tema da adoção internacional de crianças.","107",NA
"Prosseguir e ampliar as políticas de apoio aos brasileiros no exterior.","706",NA
"Defesa",NA,NA
"Concluir o processo de institucionalização do Ministério da Defesa.","104",NA
"Acelerar o processo de reaparelhamento das Forças Armadas, com atenção especial aos programas estratégicos.","104",NA
"Reconstruir a indústria bélica nacional,","104",NA
"de forma articulada com os países da América do Sul.","107",NA
"Dar continuidade às ações de vigilância e proteção do território nacional, sobretudo de regiões de fronteira,","104",NA
"por meio de instrumentos como o SIVAM-SIPAM e outros mecanismos de controle do crime organizado","605.1",NA
"e de grupos que atentam contra a integridade do território nacional.","104",NA
"Acentuar a cooperação internacional em missões de paz","106",NA
"e de intervenção no enfrentamento de catástrofes e de graves crises.","107",NA
"Saúde",NA,NA
"Fortalecer a gestão do SUS,","303",NA
"pública e democrática, com controle social,","202.1",NA
"como instrumento de identificação das necessidades da população, atendimento ao interesse público","504",NA
"e combate à corrupção.","304",NA
"Organizar as ações e serviços em rede nacional única e integrada de atenção à saúde.","302",NA
"Universalizar o cartão SUS, que se constituirá no carro chefe da informatização do acesso e dos atendimentos.","303",NA
"Assegurar a universalização do acesso às ações e serviços de atenção básica, por meio das equipes de saúde da família e das unidades básicas de saúde.","504",NA
"Criar os Centros de Atendimentos Especializados de média complexidade, para assegurar o tratamento completo dos usuários do SUS.","504",NA
"Estes Centros poderão realizar consultas especializadas, exames, serviços de reabilitação com fornecimento de órteses e próteses, pequenas urgências e cirurgias eletivas que não necessitam de hospitais ou pronto-socorros e distribuição de medicamentos excepcionais.","504",NA
"Manter a prioridade ao Programa Brasil Sorridente, ampliando a rede de Centros de Especialidades Odontológicas do país.","504",NA
"Criar o TELESAÚDE, permitindo que equipes de saúde de qualquer parte do país falem com centros de especialidades do SUS e dos Hospitais Universitários para discutir casos clínicos e demais procedimentos,","504",NA
"aumentando a eficiência na gestão, evitando o transporte de pacientes e eliminando gastos desnecessários.","303",NA
"Apoiar estados e municípios na criação das Centrais de Regulação, garantindo o acesso dos cidadãos, de forma mais rápida e humanizada, à rede hierarquizada de atenção integral à saúde.","504",NA
"Ampliar o Sistema de Atendimento Móvel de Urgência – SAMU, estendendo, com o apoio das Forças Armadas, o atendimento em regiões de difícil acesso.","504",NA
"Dar continuidade à implantação da Política Nacional de Assistência Farmacêutica, considerando os princípios de universalidade e da integralidade, priorizando o acesso aos medicamentos de alto custo.","504",NA
"Ampliar a rede pública e conveniada do Programa Farmácia Popular do Brasil, com aumento do elenco de medicamentos, priorizando os de maior impacto nos custos e nos indicadores epidemiológicos.","504",NA
"Fortalecer e ampliar as ações preventivas das doenças sexualmente transmissíveis e do HIV, ampliando o acesso aos preservativos e às ações educativas.","504",NA
"Garantir o acesso aos anti-retrovirais, fortalecendo a capacidade nacional de produção desses medicamentos.","504",NA
"Continuar as ações de modernização e ampliação da capacidade instalada e de produção dos Laboratórios Farmacêuticos Oficiais, para o suprimento do SUS.","504",NA
"Fomentar a pesquisa","411",NA
"e o desenvolvimento tecnológico e industrial sustentável,","416.2",NA
"para a auto-suficiência na produção de matéria prima, de hemoderivados, vacinas, medicamentos e equipamentos, e a melhoria de diagnósticos e tratamentos para a redução de agravos.","504",NA
"Desenvolvimento social",NA,NA
"Manter o Programa Bolsa-Família, primeira frente de combate à fome, pobreza e de enfrentamento à desigualdade social, no patamar já alcançado, especialmente quanto ao poder aquisitivo dos benefícios transferidos.","504",NA
"Expandir a rede de serviços básicos para os beneficiários do Bolsa Família, em especial no campo do trabalho e da renda, através de programa interministerial que promova a auto-suficiência das famílias atendidas.","504",NA
"Conferir ao Cadastro Único o papel de orientador na priorização da oferta de ações governamentais na saúde, educação, trabalho e renda, habitação, segurança alimentar e assistência social.","303",NA
"Aprimorar os compromissos entre os entes federativos, visando consolidar o acesso efetivo das famílias a serviços que garantam a sua sustentabilidade básica.","303",NA
"Consolidar o SUAS – Sistema Único de Assistência Social, expandindo territorialmente a presença do Estado junto às famílias em situação vulnerável, por meio da rede de Centros de Referência de Assistência Social (CRAS), articulada aos outros sistemas públicos.","504",NA
"Expandir a rede de serviços sócio-assistenciais para enfrentar vulnerabilidades e reduzir os riscos inerentes ao ciclo de vida, em especial de crianças, adolescentes, jovens, idosos e pessoas com deficiência.","504",NA
"Segurança Alimentar",NA,NA
"O Fome Zero continuará avançando, aprimorando o Bolsa Família e as demais iniciativas que ampliam o acesso dos mais pobres à alimentação, como os programas de alimentação escolar, aquisição de alimentos, restaurantes populares, entre outros.","504",NA
"O Fome Zero continuará articulando ações estruturantes, como a reforma agrária, a agricultura familiar,","703.1",NA
"os programas de geração de emprego e renda","701",NA
"e de educação alimentar.","504",NA
"Implantar o SISAN (Sistema Nacional de Segurança Alimentar e Nutricional), democratizando o acesso à produção, à comercialização e ao consumo alimentar para as famílias brasileiras,","503",NA
"propiciando maior acesso a alimentos diversificados e baratos.","504",NA
"Implantar uma Política Nacional de Abastecimento, que atue sobre as condições de produção e acesso a alimentos.","404",NA
"Mulheres",NA,NA
"Desenvolver ações afirmativas que permitam incluir as mulheres no processo de desenvolvimento do país, por meio da promoção da sua autonomia econômica","503",NA
"e de iniciativas produtivas que eliminem as diferenças salariais entre homens e mulheres.","503",NA
"Prevenir a violência sexual e doméstica, fortalecendo a Política Nacional de Enfrentamento à Violência contra a Mulher, com ações que articulem prevenção","605.1",NA
"e apoio às vítimas, em parceria com os estados e municípios.","605.1",NA
"Implementar a Política Nacional de Atenção Integral à Saúde da Mulher, nos marcos do Programa de Assistência Integral à Saúde da Mulher (PAISM), contemplando as especificidades de raça/etnia, orientação sexual, idade e local de trabalho (rural ou urbano).","504",NA
"Formular propostas de mudanças na legislação, para fiscalizar o cumprimento das leis que assegurem e ampliem os direitos da mulher.","503",NA
"Incentivar a participação das mulheres nos espaços de poder na sociedade e nas decisões das políticas públicas.","503",NA
"Igualdade Racial",NA,NA
"Articular as diversas políticas setoriais para promover ações afirmativas geradoras de igualdade racial,","503",NA
"com destaque para a inclusão educacional, garantindo acesso e a permanência da criança negra na escola até a universidade.","607.1",NA
"Acelerar a implementação do Plano Nacional de Promoção da Igualdade Racial.","503",NA
"Prosseguir garantindo reserva de bolsas do PROUNI para assegurar o acesso a estudantes das escolas públicas,","506",NA
"em especial afrodescentes e os indígenas.","607.1",NA
"Garantir a aplicação da lei que determina o ensino da Historia da África nos níveis fundamental e médio, nas redes pública e privada.","607.1",NA
"Promover ações combinadas entre as políticas de educação, cultura e geração de emprego e renda, visando incidir mais diretamente na qualidade de vida e no combate à violência racial.","503",NA
"Acelerar as iniciativas do Programa Brasil Quilombola, de atendimento às demandas históricas e sociais dessas comunidades, em especial a de regularização fundiária.","607.1",NA
"Povos Indígenas",NA,NA
"Implementar o Conselho Nacional de Política Indigenista, com a função de propor diretrizes, instrumentos, normas e prioridades da política indigenista, garantindo ampla participação dos órgãos governamentais setoriais, organizações indígenas e não-indígenas.","607.3",NA
"Concentrar esforços para avançar na regularização das terras indígenas, estabelecendo programas articulados de etnodesenvolvimento, em harmonia com os projetos de futuro de cada povo indígena.","607.3",NA
"Assegurar o acesso de estudantes indígenas ao ensino superior, por meio do PROUNI e outros programas de permanência nas universidades públicas.","607.1",NA
"Infância e Adolescência",NA,NA
"Consolidar o Plano Nacional de Garantias e Proteção de Direitos para a Infância e a Adolescência, fortalecendo as políticas e programas existentes e potencializando seu caráter transversal.","201.2",NA
"Universalizar os instrumentos de defesa de crianças e adolescentes em todos os municípios brasileiros, com padrões de ação adequados e qualificados.","504",NA
"Manter as prioridades de combate ao trabalho infantil","201.2",NA
