Text,Code
Voraussetzung dafür ist in erster Linie ein gerechter Zugang zu einem qualitativ hochwertigen Bildungssystem und die Chance auf einen Arbeitsplatz.,503
"Chancengleichheit bedeutet auch, dass wir die  Vereinbarkeit von Familie und Beruf als Selbstverständlichkeit in einer  modernen Gesellschaft begreifen und dahingehend konkrete, unterstützende Maßnahmen setzen.",503
"Die Südtirolerinnen und Südtiroler haben unsere Heimat zu dem gemacht,  was sie heute ist.",601
"Sie sind unsere wichtigste Stärke, auf die wir gerne bau-en.",601
"Viele Bürgerinnen und Bürger wollen stärker in die politischen Entscheidungen einbezogen werden und sind bereit, sich aktiv einzubringen.",202
"Das unterstützen wir, schaffen mehr Möglichkeiten der Mitsprache und begrüßen Instrumente der direkten Demokratie.",202
"Mit unserem Programmprozess,  bei  dem  wir  die  ganze  Bevölkerung  eingeladen  haben,  mit  uns  zu  diskutieren, haben wir damit bereits begonnen.",202
Diese Einbindung der Südtirolerinnen und Südtiroler werden wir auch in unserer Politik der nächsten Jahre weiter führen.,202
Südtirol hat viele Chancen.,601
Nutzen wir sie gemeinsam!,601
SÜDTIroL ProGrAMM LE  ProGrAM  Por SÜDTIroL  dala A ala Z von A bis Z,999
Vorweg,999
Arbeit,999
"Arbeit sichern, ermöglichen und fördern: Gerade in Wirtschaftlich angespannten Zeiten ist dies eine der  wichtigsten Aufgaben der Politik.",701
"Dies gelingt durch steuerliche  Entlastung der Unternehmen,  Abbau von unnötiger Bürokratie,  sowie qualitative Sicherung der  Aus- und Weiterbildung, die den aktuellen Bedürfnissen angepasst  werden.",701
ArbeitnehmerInnenförderung,999
"Viele Arbeitnehmerinnen und Arbeitnehmer wissen nicht mehr, wie  sie mit ihrem Einkommen auskommen sollen.",701
"Wer arbeitet, hat einrecht auf angemessene Entlohnung, mit der die zentralen Lebens-haltungskosten gedeckt werden können.",701
"Daher muss die PolitikRahmenbedingungen setzen, damit Spielräume für Lohnerhöhungen geöffnet werden können.",701
"Gleichzeitig verdienen jene Lohnabhängigen eine Unterstützung durch  Fördermaßnahmen, welche aus eigener Kraft nicht für Wohnung oder  Familie aufkommen können.",701
Armut und Altersarmut,999
"Der grundsätzlich hohe Wohlstand in Südtirol darf nicht darüber hin-wegtäuschen, dass das nicht für  alle Menschen gilt: Prekäre Beschäftigungssituationen, geringe  Einkommen sowie steigende Preise  für Konsumgüter und Dienstleistungen stellen viele Menschen in  Südtirol vor ernsthafte Probleme.",701
"Gerade die ältere Generation hat dann Schwierigkeiten, wieder den Anschluss – etwa im Berufsleben – zu finden.",701
"Hier braucht es daher  spezielle Maßnahmen, etwa eine  Förderung der Beschäftigung älterer Arbeitnehmerinnen und Arbeitnehmer durch Umschulung und  Weiterbildung.",701
"Es gilt grundsätzliche Maßnahmen zu treffen, die die  Menschen vor Altersarmut schützen, sowohl im Erwerbstätigen- wie im rentenalter.",701
"Aus- und Weiterbildung,  Umschulungen",999
Die lebenslange undbegleitende  Aus- und Weiterbildung gewinnt  zunehmend an Bedeutung.,506
"Damit Flexibilität und Mobilität keine leeren Worthülsen bleiben, sind die  Sicherung einer qualitativ hochwertigen Ausbildung Voraussetzung: in  den Grund-, Mittel-, ober- und Berufsschulen, in den Betrieben und in  der Universität sowie mit vermehrten Investitionen in die berufliche und persönliche Weiterbildung. (Schule, Duale Ausbildung)",506
„ Ausverkauf der Heimat“,999
"In einigen Südtiroler Gemeinden ist der Anteil an Zweitwohnungen von Provinzfremden im Lauf der  Jahre eklatant angestiegen, während Einheimische zunehmend  Schwierigkeiten haben, ein Eigenheim zu einigermaßen erschwinglichen Preisen zu erwerben.",601
Dieser  Zweitwohnungstourismus hat sich  auch auf das Leben in der Dorfgemeinschaft ausgewirkt.,601
"Diese Folgeerscheinungen des „ Ausverkaufs der Heimat“ gilt es weiter einzuschränken, wobei entsprechende  Maßnahmen auf Gemeindeebene  unterstützt werden.",601
Autobahn,999
Die Brennerautobahn quert vom  Brenner bis Salurn vier Südtiroler  Bezirke und prägt neben dem Erscheinungsbild auch Wirtschafts- und Lebensraum.,501
Die von Luft- und  Lärmbelästigung betroffenen Gemeinden verdienen Ausgleichsmaßnahmen – auch des-halb müssen sämtliche Vorgänge  rund um diese Verkehrsader wesentlich von der Südtiroler Politik  gestaltet und entschieden werden.,501
Langfristiges Ziel ist die Verlagerung des Warenverkehrs von der  Straße auf die Schiene.,501
"Es müssen  alle notwendigen Anstrengungen  unternommen werden, um die  Konzession zur Führung der Autobahn weiter in den bewährten  Händen der Brennerautobahn AG  zu belassen.",501
Autonomie,999
"Die Südtiroler Volkspartei hat den Weg der Autonomie maßgeblich  gestaltet und mit Zielstrebigkeit,  Beharrlichkeit,  Geschick  und Geduld Schritt für Schritt mehr Eigenständigkeit für Südtirol erreicht.",301
"Dieser Weg hat ethnischen und sozialen Frieden gebracht, zum Wohl der gesamten Bevölkerung, die sich  in ihrer Identität frei entwickeln konnte.",301
"Die maximale Eigenständigkeit Südtirols soll erreicht werden, der Ausbau zur Vollautonomie ist konkretes Ziel, eigenständige europäische regionen eine gültige Perspektive.",301
Das Thema „ Autonomie“ ist als zentraler Wert der  SVP ausführlich in den einleitend  angeführten Kernthemen beschrieben.,301
"Die europäische Dimension  wird für Südtirol zunehmend wichtiger, gerade im normativen Bereich.",301
Der Spielraum in der Gesetzgebung soll deshalb so weit wiemöglich direkt genutzt werden.,301
Bauern,999
Die bäuerlichen Familienbetriebe  sind das rückgrat der gut funktionierenden Landwirtschaft in Süd-tirol.,703
"Ein befriedigendes Einkommen für diese Betriebe, die Erhaltung  und  Schaffung  von attraktiven  Arbeitsplätzen sowie Zu- und  Nebenerwerbsmöglichkeiten sind  deshalb auch weiterhin ein wichtiges Anliegen.",703
"Die landwirtschaftlichen Flächen sind Lebensgrundlage  eines jeden landwirtschaftlichen  Betriebes und Voraussetzung für  die Produktion regionaler, gesunder  Lebensmittel.",703
Der Erhalt dieser Flächen muss auch angesichts des  knapper werdenden Grund und  Bodens in der raumplanung berücksichtigt werden.,703
"Die Freizeitnutzung dieser Flächen soll grundsätzlich möglich, aber in fairen Ab-kommen geregelt werden.",703
Beschäftigung,999
"obwohl die Arbeitslosenzahlen in Südtirol im EU-Vergleich niedrig  sind, ist die gestiegene Arbeitslosigkeit für uns ein Warnsignal, das wir sehr ernst nehmen.",701
"Die Bekämpfung der Arbeitslosigkeit ist für uns ein zentrales Anliegen, wobei insbesondere Maßnahmen für junge und  ältere Menschen getroffen werden müssen.",701
Auch Frauen müssen beim  Wiedereinstieg ins Erwerbsleben  besonders unterstützt werden.,701
"Voraussetzung für einen funktionierenden Arbeitsmarkt ist eine gesunde  Wirtschaft,  weniger  Bürokratie, eine funktionierende Sozialpartnerschaft und exzellente  Aus- und Weiterbildung sowie  Umschulung.",701
Dafür schaffen wir  die Rahmenbedingungen.,701
Berglandwirtschaft,999
Die Bergland Wirtschaft verdient  aufgrund der erschwer ten Produk-tionsbedingungen und der Kleinstrukturier theit der Betriebe besondere Beachtung.,703
Neben der Produk-tion von Lebensmitteln stehen die berglandwirtschaftlichen Betriebe auch für den Erhalt der Kulturland-schaft und BeWirtschaftung von  schwer zu bearbeitenden Flächen.,703
"Die wirtschaftliche Lage der Berg-bauernbetriebe gilt es zu verbessern, die Leistungsentgelte der öffentlichen Hand sind ein unver-zichtbarer Einkommensbestand-teil.",703
Bildung,999
"Südtirol hat eine umfassende und bedeutende Bildungslandschaft,  welche auf lernbereite Schülerinnen  und Schüler, lebenslang lernwillige Erwachsene, fähige Lehrkräfte und Weiterbildungspersonal sowie entsprechende strukturelle Rahmenbedingungen aufbaut.",506
"Gerade für  eine sprachliche und kulturelle Minderheit ist es wesentlich, über ein hochwer tiges Bildungswesen zu  ver fügen, wobei der Sprachenerwerb weiter verstärkt werden soll.",506
"Daneben liegen die Schwerpunkte auf der Vermittlung von Allgemeinwissen, Sozialkompetenzen und  Landeskunde, Naturwissenschaft  und Technik.",506
"Zwischen den deutschen, ladinischen und italienischen Bildungsangeboten sollen verstärkt Synergien genutzt werden.",506
"Dazu gehör t etwa die Verschlankung der öffentlichen Verwaltung, indem die Personal- und andere Verwaltungen der drei Schulämter und der verschiedenen Berufsbildungsinstitutionen einheitlich zusammengefasst werden(Aus- und Weiterbildung).",303
Brauchtum,999
"Traditionen und Brauchtümer  zeichnen Südtirol aus, hunderte  Vereine und Organisationen pflegen diese, erhalten damit ein Stück  Geschichte aufrecht und entwickeln sie weiter.",601
Diese gewachsenen Brauchtümer sind Ausdruck  Südtiroler Identität und der Zeit.,601
"Es gilt sie zu fördern, zu unterstützen und in die Zukunft zu führen, um sie lebendig zu erhalten.",601
Brennerbasistunnel,999
Der Brennerbasistunnel ist die Voraussetzung für eine zwingende Verlagerung des Schwerverkehrs von  der Straße auf die Schiene.,501
"Es gilt den Baubetrieb in Abstimmung mit  den italienischen und österreichischen Behörden rasch voranzutreiben, wobei die südlichen Zulauf-strecken zeitgleich im Einvernehmen mit den angrenzenden Gemeinden geplant und realisier t  werden müssen.",501
Gleichzeitig sind  die Rahmenpolitischen Maßnahmen zur Verlagerung zu setzen.,501
Bürgerbeteiligung,999
"Je besser und umfassender die Bevölkerung im Vorfeld politischer Entscheidungen miteinbezogen wird,  desto breiter ist die Mehrheit, die Beschlüsse mitträgt.",202
Zudem weckt  eine aktive Einbindung  das  Interesse  an gesellschaftspolitischen Themen  und appellier t an die gesellschaftliche Verantwortung eines jeden und  einer jeden Einzelnen.,202
"Wir unterstützen daher Initiativen, die auf ein  Mehr an Beteiligung abzielen, wo  dies gewünscht wird, wobei auf den  Interessensausgleich zwischen den  verschiedenen Sprachgruppen ein  besonderes Augenmerk gelegt wird.",202
Bürokratie,999
"Die derzeitigen bürokratischen Auf-lagen stellen für die Unternehmen, für Familien, Senioren  und alle Bürgerinnen und Bürger  eine erhebliche Belastung dar.",303
Künftige gesetzliche und verwaltungstechnische Maßnahmen sind  daher auf ihre bürokratischen Aus-wirkungen hin zu überprüfen.,303
"Die Vereinheitlichung und Verschlankung aller Abläufe und Informationssysteme sowie der überbehördliche Datenaustausch sind im Rahmen der gesetzlichen Möglichkeiten voranzutreiben, damit Mehr-fachansuchen oder wiederholte  Erklärungen  der Vergangenheit  angehören.",303
Die einfachste Anwendbarkeit für jede Bürgerin und jeden Bürger ist übergeordnetes Ziel und Entscheidungskriterium.,303
Chancengleichheit,999
"Alle Menschen in Südtirol sollen die  gleichen Chancen haben, unabhängig von ihrer Herkunft oder ihrem Geschlecht.",503
"Das betrifft insbesondere den Zugang zu Bildung, Chancen am Arbeitsmarkt und eine gleiche Entlohnung für gleiche Arbeits-leistung.",503
"Die  Politik  ist  gefordert,  Maßnahmen zu setzen, die für alle die gleichen Rahmenbedingungen schaffen.",503
"Das betrifft Männer und  → Frauen ebenso wie → Menschen mit Beeinträchtigungen, auch und im  Besonderen in den Bereichen  Politik und → Wirtschaft.",503
Demografischer Wandel,999
"Unsere Gesellschaft wird älter, wes-halb künftig mehr ältere Menschen  weniger jungen Menschen gegen-überstehen werden.",606
"Die gesellschaftspolitischen Folgen dieses  demografischen Wandels sind heute noch  nicht vollständig  absehbar,  keinesfalls darf diese Entwicklung aber zu einem  Generationenkonflikt führen.",606
Der Generationengerechtigkeit zum Ausgleich und zur Partnerschaft zwischen Jung und  Alt gilt daher ein besonderes Augenmerk.,606
In besonderer Weise müssen Vorsorgemaßnahmen auf ihre langfristigen Auswirkungen hin  überprüft werden.,606
Demokratie,999
Das allgemeine Verständnis von Demokratie begrenzt sich heute nicht  mehr nur auf die Teilnahme an  Wahlen.,202
Viele Bürgerinnen und Bürger möchten auch zu konkreten  Entscheidungen angehört und gefragt werden.,202
Als „Experten“ für ihre  Anliegen und ihr Lebensumfeld  können sie wertvolle Ideen und An-regungen in die Politik einbringen.,202
Deshalb sollen verstärkt Instrumente der direkten Demokratie und der  Bürgerbeteiligung eingeführt  und genutzt werden.,202
"Bei größeren Vorhaben und weitreichenden Entscheidungen sollen die Betroffenen  auf verschiedenen Ebenen bereits  im Vorfeld stärker eingebunden  werden, um eine breite Unterstützung für die bestmögliche Lösung zu erreichen.",202
Dezentralisierung,999
"Bozen ist nicht nur Landeshauptstadt von Südtirol, sondern auch  ein wichtiges Zentrum für Wirtschaft, Verwaltung und viele andere Bereiche des sozialen, gesellschaftlichen und kulturellen Lebens.",0
"Der immer größere Ausbau  der Autonomie und der Auf-schwung der vergangenen Jahr-zehnte haben dazu geführt, dass  immer mehr Strukturen zentral auf  Bozen konzentrier t wurden – vielfach zu Ungunsten der peripheren Gemeinden und Bezirke.",302
"Dies ist künftig neu zu strukturieren: Zahlreiche Angebote, Infrastrukturen  und Kompetenzzentren sollen gezielt in den Bezirken angesiedelt  werden, um Arbeitsplätze und Karrierechancen nahe zu den Menschen zu bringen, die dort wohnen,  vor allem für jene, die Arbeit mit Erziehung oder Pflege kombinieren müssen.",302
"Mit moderner Datentechnik ist eine  Vernetzung der Dienste zu organisieren, die möglichst gleichen Zugang und Service flächendeckend  für alle Bürgerinnen und Bürger  gewährleistet.",302
Duale Ausbildung,999
Die duale Berufsausbildung in Süd-tirol hat sich bewähr t und gilt heute  als Vorzeigemodell für das restliche  Staatsgebiet.,506
Der Über tritt von der  Ausbildung in die Berufswelt findet häufig problemloser statt als in  anderen Bereichen.,506
Daher muss die  duale Ausbildung weiter aufgewertet und das Image von Lehrberufen  gesteigert werden.,506
Gleichzeitig ist  weiter zur Durchlässigkeit dieses  Ausbildungszweiges beizutragen:  kein Abschluss ohne Anschluss!,506
Ehrenamt und Vereine,999
Tausende Südtirolerinnen und Süd-tiroler sind ehrenamtlich tätig und leisten einen unverzichtbaren Beitrag für unsere Gesellschaft.,606
"Solidarität und Nachbarschaftshilfe werden gefördert, die Identifikation mit  den Dörfern und Gemeinden gefestigt, Kultur ge- und belebt.",606
"Es gilt die ehrenamtlichen Vereine von  bürokratischen Auflagen weitgehendst zu befreien, mehr rechtssicherheit zu schaffen und die Anerkennung von ehrenamtlichem Engagement in  Schule und Beruf  weiter voranzutreiben.",303
Eigenverantwortung/  Eigeninitiative,999
Der ruf nach einem Abbau der  Bürokratie und mehr Bürgerbeteiligung wird immer lauter.,202
Damit verbunden ist auch eine Stärkung der Eigenverantwortung.,202
Es muss klar sein: Die öffentliche Hand kann  nicht alles leisten und soll es auch nicht.,202
"Sie kann wichtige Rahmen-bedingungen schaffen, in denen  jede und jeder Einzelne sein Umfeld  gestalten kann.",202
"Dies erfordert zugleich mehr Eigeninitiative und Eigenverantwortung von allen Bürgerinnen und  Bürgern,  die  in  dieser  Hinsicht zu stärken und zu fördern sind.",202
Einwanderung,999
In den vergangenen Jahren sind viele Menschen nach Südtirol zugezogen.,0
"Der Mangel an einheimischen Arbeitskräften in Wirtschafts- und Sozialbereichen hat nach ausländischen Arbeitskräften verlangt,  welche sich inzwischen dauerhaft in  Südtirol niedergelassen haben und  hier eine neue Existenz aufbauen.",0
"Hier gilt es, nach dem Motto „fordern und fördern“ Integrationsmaßnahmen sprachlicher und kultureller Natur auch für deren Familienangehörige zu setzen, klare  Spielregeln zu formulieren und  deren Einhaltung verstärkt einzufordern.",607
"Angesichts der  derzeit angespannten Lage am Arbeitsmarkt  sind Politik und Wirtschaft gefordert, in erster Linie die derzeit  Arbeitslosen zu beschäftigen,  bevor neue Kontingente für ausländische Arbeitskräfte vergeben  werden.",706
Energie / erneuerbare Energie  und Energieeffizienz,999
"Südtirol hat ein einzigartiges Potential an erneuerbaren Energiequellen – eine gute Voraussetzung,  um seine rolle als europäische Vorzeigeregion in der Energienutzung und -versorgung auszubauen.",501
"Es  gilt Projekte zur Nutzung von Wasser, Wind, Biomasse und Sonne unter besonderem Augenmerk auf die  Auswirkungen auf Natur- und  Kulturlandschaft gezielt zu unterstützen (Wasserkraft).",501
"Parallel  werden alle Anstrengungen unterstützt, um die Energieeffizienz an Gebäuden und in Produktionsprozessen weiter zu steigern.",501
»Konsequent gehen wir den  erfolgreichen Weg der Autonomie  hin zur Vollautonomie weiter«,999
Entlastung,999
"In einem zunehmend globalisierten  Wettbewerb gilt es die Kräfte zu  bündeln den Einzelnen wie die  Unternehmen weitgehend zu  entlasten und ihnen so mehr Freiheit, Freiraum und Eigenverantwortung zurückzugeben.",401
"Wer seine eigenen Fähigkeiten, Talente und Stärken ohne übermäßige reglementierung ausüben kann,  findet raum für Kreativität und Innovation, die zum eigenen und zum  Erfolg der gesamten Gesellschaft  beitragen können.",401
In besonderer  Weise sind von diesem Prinzip die Bereiche Bürokratie und Förder-wesen gefragt.,303
Erreichbarkeit,999
"In einem Zeitalter zunehmender  Technologisierung und Informatisierung sind Erreichbarkeit und  Mobilität nicht nur Schlagwor te,  sondern eine Notwendigkeit und  politischer Auftrag.",411
"Diese reicht von  Datenmobilität für Haushalte und Betriebe (Informationstechnik)  über die  funktionierende Personen- und Gütermobilität, attraktive Infrastrukturen für die zukünftige regionalentwicklung und Belebung  des ländlichen raums bis hin zur  Vernetzung der geistigen Infrastrukturen (EUrAC, Universität).",411
EUrAC,999
Die Europäische Akademie in Bozen  stellt heute ein Tor Südtirols zu  Europa und zur Welt dar.,506
Südtirol  ist auf diesem Weg auch für Wissenschaftlerinne und Wissenschaftler aus dem Ausland interessant geworden.,506
"Die Kooperation der EUrAC mit der  Südtiroler  Wirtschaft und Bil-dungslandschaft ist weiter zu stär-ken, um die Anerkennung dieser  Einrichtung im Land weiter zu stei-gern.",506
Dazu  gehör t  auch  die  noch  bessere Vernetzung mit der Uni-versität Bozen und anderen Forschungszentren in Südtirol und  darüber hinaus.,506
Europa,999
Die europäische Entwicklung hat  den Südtirolerinnen und Südtiro-lern bedeutende und sehr konkrete  Vor teile gebracht: Durch den Weg-fall der Grenzkontrollen im rah-men des Schengener Abkommens  und die Einführung einer Einheits-währung haben auch die Staats-grenzen an Bedeutung verloren.,108
"Die Entwicklung zu einem Europa  der regionen und der Völker ist ei-ne Chance für Südtirol, das in diesem Europa mehr Eigenständig-keit erhalten und eine stärkere  rolle wahrnehmen soll.",108
Europaregion Tirol,999
Südtirol liegt an der Schnittstelle  zwischen deutschem und italienischem Kulturraum.,108
Diese Brücken-funktion muss durch die enge Zu-sammenarbeit mit den Nachbar-ländern noch intensiver genutzt  werden.,108
Mit dem Europäischen  Verbund für territoriale Zusammen-arbeit (EVTZ) hat die Europaregion institutionell Form angenommen.,108
"Nun gilt es, die Europaregion mit Leben zu erfüllen, so dass jede Bürgerin und jeder Bürger Tirols kon-kret ihre Auswirkungen spür t.",108
"Vor allem in den Bereichen Wir tschaft, Bildung, Kultur, Ge-sundheit oder Mobilität sind Ko-operationen zwischen den Tiroler  Landesteilen zu fördern.",108
"Auch der zwischenmenschliche Austausch,  etwa  in  Form  von  Gemeindepar tnerschaften,  kann  seinen  Beitrag  dazu leisten.",108
Export,999
In einer globalisier ten Welt müssen sich die Unternehmen verstärkt auf den internationalen  Märkten bewegen.,410
Die Betriebe  sollen mit geeigneten Expor tfördernden Maßnahmen unterstützt  und mit Know How begleitet werden.,410
"Auch kleineren Betrieben  muss es möglich sein, erfolgreich  außerhalb der Landesgrenzen tätig  zu sein.",410
"Dieses Ziel muss mit allem  Nachdruck verfolgt werden, um  attraktive Arbeitsplätze in Süd-tirol zu sichern und auszubauen.",410
Familie,999
Die Familie ist der Kern der Gesellschaft.,603
"Sie verlier t auch durch gesellschaftliche Veränderungen nicht  an Bedeutung, ganz im Gegenteil– sehr oft ist es die Familie, die in einem unsicheren Umfeld Sicherheit und Stabilität bietet.",603
Die Formen der Familie werden vielfältiger  und die Anforderungen an Familien  sind heute andere als früher.,603
"Es ist Aufgabe der Politik, Familiengründung, Familienzeit und Verein-barkeit von Familie und Beruf best-möglich zu unterstützen.",603
"Neben der  finanziellen  Förderung bedeutet das auch das Schaffen geeigneter Rahmenbedingungen beispiels-weise bei der Kinderbetreuung,  bei Bildung, Mobilität, Zeitpolitik, Arbeitswelt, Pflege oder im  Wohnbau.",603
Flughafen,999
Die zivile Nutzung des Flughafens Bozen ist wichtig für die die Erreich-barkeit Südtirols.,411
Eine solche Infrastruktur fördert direkt und indirekt die wirtschaftliche und kulturelle  Entwicklung Südtirols.,411
Der Flugverkehr bringt aber auch Nachteile wie  die Belastung der Anrainer mit sich.,411
"Daher bedarf es ausgehend von einem Meditationsverfahren für die Weiterentwicklung des Flughafens eines klaren, langfristigen Konzeptes, das mit allen Vor- und Nachteilen transparent und nachvollziehbar in einer breiten Diskussion mit der Öffentlichkeit besprochen wird.",411
"Unser Ziel ist es, dass  die gesamte Südtiroler Bevölkerung von dieser Infrastruktur einen Nutzen ziehen kann.",411
Förderungen,999
"Südtirol hat sich im Laufe der Jahre ein umfangreiches, gleichzeitig  aber auch komplizier tes Förderwesen aufgebaut, welches heute nicht  nur einen ungemeinen bürokratischen  Aufwand mit sich bringt,  sondern für den Einzelnen vielfach unübersichtlich geworden ist.",303
"Da-her müssen diverse Förderungen  neu überdacht, Vereinfachungen  angestrebt und zugleich (steuerliche)  Entlastungsspielräume  ge-nutzt werden.",303
Forschung und Entwicklung,999
"Der technische Fortschritt ist ein  sehr bedeutender Wirtschaftsmotor, der in Südtirol aber großen Auf-holbedarf hat.",411
"Daher muss es prioritäres Ziel der Wirtschaftspolitik  sein, innovative Ideen, Konzepte  und Leitlinien sowohl in Groß- wie auch in Mittel- und Kleinbetrieben zu fördern, zu stärken und zu unterstützen.",411
"Forschung und Entwicklung soll dabei nicht nur in den  Ballungszentren forcier t werden,  sondern beispielsweise über Kooperationen mit diversen Bildungseinrichtungen auch in peripheren Gebieten.",411
Einen Beitrag dazu soll und kann auch die grenzüberschreitende Zusammenarbeit im Bereich  der Forschung leisten.,411
Frauen,999
Frauen und Männer übernehmen  heute gleichermaßen Verantwortung in den zentralen Bereichen der  Gesellschaft und tragen somit zum  Allgemeinwohl bei.,503
"Das politische, unternehmerische und gesellschaftliche Engagement von Frau-en  ist  weiter  zu  ermöglichen  und  zu  fördern, indem Instrumente und  Maßnahmen geschaffen werden,  die eine Gleichbehandlung und  Chancengleichheit erst herstellen.",503
"Ein besonderes Augenmerk gilt  den Frauen in ihren beruflichen  Möglichkeiten: Es gilt die Beschäftigung von Frauen über familien-freundliche Arbeitszeitmodelle  und -formen gezielt zu fördern, wo-bei die ebenbürtige Entlohnung ein  wichtiges Ziel ist.",503
Gemeinden,999
Die 116 Gemeinden Südtirols stellen  das direkte Lebensumfeld der Bürgerinnen und Bürger dar.,301
"Die Lokalverwalterinnen und Lokalverwalter  kennen die Anliegen, Sorgen und  Bedürfnisse der Bevölkerung am  besten und können jeweils konkrete Hilfeleistungen bieten.",301
Gleichzeitig ist auch die Verantwortung der Menschen gegenüber der eigenen Dorf- und Stadtgemeinschaft am  größten.,301
Aus diesem Grund gilt es die Gemeinden gemäß dem Subsidiaritätsprinzip aufzuwerten.,301
"Das  Gebot der effizienten, sparsamen  und schlanken Verwaltung legt es nahe, dass verschiedene Dienste  der Gemeinden vereinheitlicht und nach Möglichkeit zusammengelegt  und gemeinsam organisier t werden.",303
In dieser Hinsicht ist auch die rolle der Bezirksgemeinschaften zu  bewerten.,303
Generation 65+ Senioren,999
Die älteren Menschen haben Süd-tirol aufgebaut.,606
"Es ist daher eine gesellschaftliche Verpflichtung, ihnen  unabhängig von ihrer familiären  Herkunft einen angenehmen und  würdigen Lebensabend zu ermöglichen und ihnen die entsprechende  Wertschätzung entgegenzubringen.",606
Die Generation der über 65-Jährigen  ist heute aktiver denn je.,606
Dabei gewinnt die Mobilität zunehmend  an Bedeutung.,606
"Sie stellt nicht nur in  Familien, Vereinen und Dorfgemeinschaften, sondern auch in  Unternehmen eine unverzichtbare  ressource dar.",606
Ihre Erfahrung soll  mit neuen Möglichkeiten verstärkt  genutzt werden.,606
Mit dem Älterwerden sind aber häufig auch Beeinträchtigungen verbunden.,606
Dazu sind  insbesondere Maßnahmen in den  Pflege und  Betreuungsdiensten  sowie -einrichtungen genauso wie  die finanzielle Absicherung von Mindestrentnern und ein einfacher Zugang dazu notwendig.,606
Generationen,999
"Die ältere Generation hat Achtung und respekt verdient für all das,  was  sie  für  Südtirol  geleistet  hat.",606
Gleichzeitig muss der Umgang mit der Zukunft der jungen Generation besonders verantwortungsvoll  sein.,606
"Nur wo Zusammenarbeit  und Ausgleich zwischen den Gene-rationen gewährleistet sind, ist  auch ein erfolgreiches Handeln  möglich.",606
"Dies zeigt sich ganz besonders in den vielen erfolgreichen Familienbetrieben, die den Kern des  Südtiroler Wirtschaftslebens aus-machen.",606
"Daher gilt es die Verständigung und das Einvernehmen zwischen den Generationen, auch im Sinne des generationenübergreifenden Wohnens, weiter zu fördern.",606
Gerechtigkeit,999
"Gerechtigkeit ist das Maß, an dem Politik gemessen wird.",503
"Dazu gehören die Chancengleichheit für  Frauen und Männer ebenso wie der  gerechte und gleichberechtigte Zugang zu Bildung und anderen  Ressourcen, die der Allgemeinheit zur Verfügung gestellt werden.",503
"Gerechtigkeit in der Politik heißt aber auch rechtssicherheit und Klarheit  für Wirtschaftstreibende in ihren Entwicklungschancen und – nicht zuletzt  –  Steuer- und  Verteilungsgerechtigkeit und gerechte Beteiligung an allen rechten und Pflichten, die die Bürgerinnen und Bürger  gegenüber der Verwaltung und  Politik haben.",503
"Die SVP-Politik in  Südtirol wird noch stärker darauf  abzielen, Ressourcen und Lasten  möglichst gerecht für alle aufzuteilen und somit gleichwertige Ausgangsbedingungen für alle Bürgerinnen und Bürger zu schaffen.",503
Gesundheit,999
»Bürgerinnen und Bürger haben das recht auf eine qualitativ hochstehende Gesundheitsversorgung«,999
"Gesundheit zu fördern ist besser als  Krankheit zu heilen: Getreu diesem Leitsatz gilt auch in Zukunft ein  wichtiges Augenmerk der Prävention und vor allem der Gesundheits-erziehung, beginnend bei den Kindern.",504
"Zugleich haben die Bürgerinnen und Bürger im Bedarfsfall das recht auf eine qualitativ hochstehende Gesundheitsversorgung, die keine Unterscheidung zwischen  Wohlstand und Herkunft treffen  darf.",504
"Daher haben die Aufrechter-haltung und Weiterentwicklung  von Strukturen und Diensten im  Gesundheitsbereich weiterhin Priorität: Flächendeckende Versorgung  mit allen wesentlichen Diensten ist  zu gewährleisten, wobei durch bessere Vernetzung weitere Synergien zu schaffen und noch stärker zu nutzen sind.",504
"Effektive Chancengleichheit für alle Bürgerinnen und Bürger unseres Landes, unabhängig  von der sozialen Stellung muss ein prioritäres Ziel für unsere Gesundheitspolitik sein.",503
"Gesundheit soll als  zentrales Thema in allen Politikbereichen Berücksichtigung finden – das betrifft die Mobilität genauso  wie die Umwelt, die Bildung  genauso wie den Arbeitsplatz.",504
Globalisierung,999
"Die Welt wächst immer enger zusammen – und die weltweite Entwicklung betrifft auch die Entwicklung Südtirols, im Positiven wie im  Negativen.",0
"Wir können vielleicht  manches nicht beeinflussen, aber wir können unsere Position in diesem Gefüge stärken: So etwa durch  Vernetzungen nach außen, etwa  zu Österreich, Deutschland und  der EU.",108
"Ebenso wichtig ist die Stärkung unserer regionen und Gemeinden, denn sie gewinnen als  unmittelbarer  Lebensraum  der  Menschen immer mehr an Bedeutung.",108
Grund und Boden,999
Grund und Boden ist in Südtirol ein  überaus knappes und daher wer t-volles Gut.,501
"Umso mehr ist es Aufgabe der Politik, die Nutzung dieser  ressource sehr aufmerksam zu beobachten und klar zu regeln.",501
"Auch  hier gilt der Vorrang dem respekt  vor dem Eigentum und dem Aus-gleich der Interessen zwischen jenen, die den Grund und Boden als  Existenzgrundlage brauchen, und  den künftigen Generationen, die  ebenso raum zum Leben und Wirtschaften benötigen.",501
Handwerk,999
Viele kleine und mittlere Hand-werksbetriebe sind eine tragende  Säule der Südtiroler Wirtschaft.,402
